trial_id,method,citation,core,apply_to,lookback,skew_lookback_months,skew_estimator,left_tail_rule,k_sigma,f_min,f_max,g_min,sigma_star,cash_ticker,cost_bps_one_way,min_names,include_thin,cov_lookback_months,cash_price_source,not_investment_advice,enabled,n_months,start_date,end_date,AnnReturn,AnnVol,MaxDD,Sharpe_rf0,OOS_skewness,OOS_CVaR5,OOS_pct_neg_months,Book2_AnnReturn,Book2_AnnVol,Book2_MaxDD,Book2_Sharpe_rf0,OptionA_AnnReturn,OptionA_AnnVol,OptionA_MaxDD,OptionA_Sharpe_rf0,EW_AnnReturn,EW_Sharpe_rf0,MinVar_AnnReturn,MinVar_Sharpe_rf0,ERC_AnnReturn,ERC_Sharpe_rf0,NW_t_vs_Book2,NW_t_vs_OptionA,NW_t_vs_EW,NW_t_vs_MinVar,NW_t_vs_ERC,Sharpe_CI_L,Sharpe_CI_U,turnover_per_year,mean_f,mean_g,mean_f_tilde,pct_months_gate_binding,mean_left_tail_score,mean_skew,trial_count,DSR
SM_option_a_vt_L21_SL21_g0p25_expectedbmvlite_adversers,skewness_managed,"Gong, Rui, John Lynch, and Richard Ogden. 'Skewness Managed Portfolios.' Working paper (author PDF Jan 2025; Justina Jul 2026 coverage). https://richardeogden.github.io/Skewness_Managed_Portfolios.pdf; Moreira & Muir 2017 Book-2 backbone doi:10.1111/jofi.12513; Amaya et al. 2015 JFE 118:135-167; Boyer, Mitton & Vorkink 2010 RFS 23(1):169-202; Bailey & Lopez de Prado 2014 DSR.",option_a,option_a_vt,21,21,expected_bmv_lite,adverse_rs,1.0,0.25,1.0,0.25,expanding_annvol,BIL,5.0,100,False,36,prices,True,False,70,2020-12-31,2026-09-16,0.13735308687542158,0.12519566360291218,-0.148847189079494,1.0971073831364444,-0.06083670137546427,0.06411041038628475,0.35714285714285715,0.15251038827255048,0.13702903977127015,-0.2052800816435817,1.1129785958299196,0.15084446584547084,0.15720021523431718,-0.25562713849928154,0.9595690796009874,0.10326416500466218,1.0478882588517657,,,,,-0.7584409138560289,-0.6373533306834378,1.3906873470956556,,,0.23350642661987628,2.089293220891031,2.435637034344281,0.9322185803464659,0.8607142857142858,0.8097158778071816,0.18571428571428572,0.03673839284211008,0.1817925846171983,16,0.9999999999999826
SM_option_a_vt_L21_SL21_g0p25_expectedbmvlite_cvar5,skewness_managed,"Gong, Rui, John Lynch, and Richard Ogden. 'Skewness Managed Portfolios.' Working paper (author PDF Jan 2025; Justina Jul 2026 coverage). https://richardeogden.github.io/Skewness_Managed_Portfolios.pdf; Moreira & Muir 2017 Book-2 backbone doi:10.1111/jofi.12513; Amaya et al. 2015 JFE 118:135-167; Boyer, Mitton & Vorkink 2010 RFS 23(1):169-202; Bailey & Lopez de Prado 2014 DSR.",option_a,option_a_vt,21,21,expected_bmv_lite,cvar_5,1.0,0.25,1.0,0.25,expanding_annvol,BIL,5.0,100,False,36,prices,True,False,70,2020-12-31,2026-09-16,0.13447805939641144,0.09477212459961402,-0.08390865577363937,1.4189621680905011,0.257322954942903,0.049541622097878574,0.35714285714285715,0.15251038827255048,0.13702903977127015,-0.2052800816435817,1.1129785958299196,0.15084446584547084,0.15720021523431718,-0.25562713849928154,0.9595690796009874,0.10326416500466218,1.0478882588517657,,,,,-0.7932252336142123,-0.7203828205751589,1.2846424712217075,,,0.6078758291421478,2.448810999392422,0.664717931104098,0.9322185803464659,0.7107142857142857,0.6804377783290985,0.38571428571428573,0.061439860487384465,0.1817925846171983,16,1.0
SM_option_a_vt_L21_SL21_g0p25_realizedamaya_adversers,skewness_managed,"Gong, Rui, John Lynch, and Richard Ogden. 'Skewness Managed Portfolios.' Working paper (author PDF Jan 2025; Justina Jul 2026 coverage). https://richardeogden.github.io/Skewness_Managed_Portfolios.pdf; Moreira & Muir 2017 Book-2 backbone doi:10.1111/jofi.12513; Amaya et al. 2015 JFE 118:135-167; Boyer, Mitton & Vorkink 2010 RFS 23(1):169-202; Bailey & Lopez de Prado 2014 DSR.",option_a,option_a_vt,21,21,realized_amaya,adverse_rs,1.0,0.25,1.0,0.25,expanding_annvol,BIL,5.0,100,False,36,prices,True,False,70,2020-12-31,2026-09-16,0.10417842886019302,0.10215640990283639,-0.1787610203219474,1.0197933635224634,0.15759926307439698,0.05171613773105929,0.3142857142857143,0.15251038827255048,0.13702903977127015,-0.2052800816435817,1.1129785958299196,0.15084446584547084,0.15720021523431718,-0.25562713849928154,0.9595690796009874,0.10326416500466218,1.0478882588517657,,,,,-1.8914265146996154,-1.8691801079780324,0.2043121080264086,,,0.13037058187899858,1.9638245048336964,3.9514101093879206,0.9322185803464659,0.6785714285714286,0.6398560702080249,0.42857142857142855,0.28592396072878634,0.1889772179113904,16,0.9999999999979963
SM_option_a_vt_L21_SL21_g0p25_realizedamaya_cvar5,skewness_managed,"Gong, Rui, John Lynch, and Richard Ogden. 'Skewness Managed Portfolios.' Working paper (author PDF Jan 2025; Justina Jul 2026 coverage). https://richardeogden.github.io/Skewness_Managed_Portfolios.pdf; Moreira & Muir 2017 Book-2 backbone doi:10.1111/jofi.12513; Amaya et al. 2015 JFE 118:135-167; Boyer, Mitton & Vorkink 2010 RFS 23(1):169-202; Bailey & Lopez de Prado 2014 DSR.",option_a,option_a_vt,21,21,realized_amaya,cvar_5,1.0,0.25,1.0,0.25,expanding_annvol,BIL,5.0,100,False,36,prices,True,False,70,2020-12-31,2026-09-16,0.13447805939641144,0.09477212459961402,-0.08390865577363937,1.4189621680905011,0.257322954942903,0.049541622097878574,0.35714285714285715,0.15251038827255048,0.13702903977127015,-0.2052800816435817,1.1129785958299196,0.15084446584547084,0.15720021523431718,-0.25562713849928154,0.9595690796009874,0.10326416500466218,1.0478882588517657,,,,,-0.7932252336142123,-0.7203828205751589,1.2846424712217075,,,0.6078758291421478,2.448810999392422,0.664717931104098,0.9322185803464659,0.7107142857142857,0.6804377783290985,0.38571428571428573,0.061439860487384465,0.1889772179113904,16,1.0
SM_option_a_vt_L21_SL21_g0p5_expectedbmvlite_adversers,skewness_managed,"Gong, Rui, John Lynch, and Richard Ogden. 'Skewness Managed Portfolios.' Working paper (author PDF Jan 2025; Justina Jul 2026 coverage). https://richardeogden.github.io/Skewness_Managed_Portfolios.pdf; Moreira & Muir 2017 Book-2 backbone doi:10.1111/jofi.12513; Amaya et al. 2015 JFE 118:135-167; Boyer, Mitton & Vorkink 2010 RFS 23(1):169-202; Bailey & Lopez de Prado 2014 DSR.",option_a,option_a_vt,21,21,expected_bmv_lite,adverse_rs,1.0,0.25,1.0,0.5,expanding_annvol,BIL,5.0,100,False,36,prices,True,False,70,2020-12-31,2026-09-16,0.1426569584129156,0.12755581084224824,-0.16774559367601016,1.1183885506348539,-0.10777289350524251,0.06408143755493902,0.35714285714285715,0.15251038827255048,0.13702903977127015,-0.2052800816435817,1.1129785958299196,0.15084446584547084,0.15720021523431718,-0.25562713849928154,0.9595690796009874,0.10326416500466218,1.0478882588517657,,,,,-0.7560665003008469,-0.5726158737510388,1.7377790505743769,,,0.24311898395469106,2.133278969845239,1.7719130843430864,0.9322185803464659,0.9071428571428571,0.8505501119869431,0.18571428571428572,0.03673839284211008,0.1817925846171983,16,0.9999999999999956
SM_option_a_vt_L21_SL21_g0p5_expectedbmvlite_cvar5,skewness_managed,"Gong, Rui, John Lynch, and Richard Ogden. 'Skewness Managed Portfolios.' Working paper (author PDF Jan 2025; Justina Jul 2026 coverage). https://richardeogden.github.io/Skewness_Managed_Portfolios.pdf; Moreira & Muir 2017 Book-2 backbone doi:10.1111/jofi.12513; Amaya et al. 2015 JFE 118:135-167; Boyer, Mitton & Vorkink 2010 RFS 23(1):169-202; Bailey & Lopez de Prado 2014 DSR.",option_a,option_a_vt,21,21,expected_bmv_lite,cvar_5,1.0,0.25,1.0,0.5,expanding_annvol,BIL,5.0,100,False,36,prices,True,False,70,2020-12-31,2026-09-16,0.14120229716431631,0.10443314758714059,-0.10346460065243679,1.3520831309474322,0.03252760735068023,0.049541622097878574,0.35714285714285715,0.15251038827255048,0.13702903977127015,-0.2052800816435817,1.1129785958299196,0.15084446584547084,0.15720021523431718,-0.25562713849928154,0.9595690796009874,0.10326416500466218,1.0478882588517657,,,,,-0.7932252336142127,-0.6691727309149192,1.8143007397693633,,,0.5263721123314246,2.3816653723727854,0.6443498340652365,0.9322185803464659,0.8071428571428572,0.7643647123348877,0.38571428571428573,0.061439860487384465,0.1817925846171983,16,1.0
SM_option_a_vt_L21_SL21_g0p5_realizedamaya_adversers,skewness_managed,"Gong, Rui, John Lynch, and Richard Ogden. 'Skewness Managed Portfolios.' Working paper (author PDF Jan 2025; Justina Jul 2026 coverage). https://richardeogden.github.io/Skewness_Managed_Portfolios.pdf; Moreira & Muir 2017 Book-2 backbone doi:10.1111/jofi.12513; Amaya et al. 2015 JFE 118:135-167; Boyer, Mitton & Vorkink 2010 RFS 23(1):169-202; Bailey & Lopez de Prado 2014 DSR.",option_a,option_a_vt,21,21,realized_amaya,adverse_rs,1.0,0.25,1.0,0.5,expanding_annvol,BIL,5.0,100,False,36,prices,True,False,70,2020-12-31,2026-09-16,0.12078238936515451,0.1096810436704634,-0.17285819016653958,1.1012148072555281,-0.021302733814792293,0.05163485211783867,0.34285714285714286,0.15251038827255048,0.13702903977127015,-0.2052800816435817,1.1129785958299196,0.15084446584547084,0.15720021523431718,-0.25562713849928154,0.9595690796009874,0.10326416500466218,1.0478882588517657,,,,,-1.888570918905814,-1.7469798881692342,0.9573602715565246,,,0.2786801898613351,2.1242448915370575,2.7248959162167123,0.9322185803464659,0.7857142857142857,0.7373102402541719,0.42857142857142855,0.28592396072878634,0.1889772179113904,16,0.9999999999999867
SM_option_a_vt_L21_SL21_g0p5_realizedamaya_cvar5,skewness_managed,"Gong, Rui, John Lynch, and Richard Ogden. 'Skewness Managed Portfolios.' Working paper (author PDF Jan 2025; Justina Jul 2026 coverage). https://richardeogden.github.io/Skewness_Managed_Portfolios.pdf; Moreira & Muir 2017 Book-2 backbone doi:10.1111/jofi.12513; Amaya et al. 2015 JFE 118:135-167; Boyer, Mitton & Vorkink 2010 RFS 23(1):169-202; Bailey & Lopez de Prado 2014 DSR.",option_a,option_a_vt,21,21,realized_amaya,cvar_5,1.0,0.25,1.0,0.5,expanding_annvol,BIL,5.0,100,False,36,prices,True,False,70,2020-12-31,2026-09-16,0.14120229716431631,0.10443314758714059,-0.10346460065243679,1.3520831309474322,0.03252760735068023,0.049541622097878574,0.35714285714285715,0.15251038827255048,0.13702903977127015,-0.2052800816435817,1.1129785958299196,0.15084446584547084,0.15720021523431718,-0.25562713849928154,0.9595690796009874,0.10326416500466218,1.0478882588517657,,,,,-0.7932252336142127,-0.6691727309149192,1.8143007397693633,,,0.5263721123314246,2.3816653723727854,0.6443498340652365,0.9322185803464659,0.8071428571428572,0.7643647123348877,0.38571428571428573,0.061439860487384465,0.1889772179113904,16,1.0
SM_option_a_vt_L63_SL21_g0p25_expectedbmvlite_adversers,skewness_managed,"Gong, Rui, John Lynch, and Richard Ogden. 'Skewness Managed Portfolios.' Working paper (author PDF Jan 2025; Justina Jul 2026 coverage). https://richardeogden.github.io/Skewness_Managed_Portfolios.pdf; Moreira & Muir 2017 Book-2 backbone doi:10.1111/jofi.12513; Amaya et al. 2015 JFE 118:135-167; Boyer, Mitton & Vorkink 2010 RFS 23(1):169-202; Bailey & Lopez de Prado 2014 DSR.",option_a,option_a_vt,63,21,expected_bmv_lite,adverse_rs,1.0,0.25,1.0,0.25,expanding_annvol,BIL,5.0,100,False,36,prices,True,False,68,2021-02-26,2026-09-16,0.1321625323594362,0.1269565254624742,-0.14552586947656143,1.0410062175063288,0.0511061425585893,0.06342270607463261,0.35294117647058826,0.14725536694852637,0.13903843066788696,-0.201285918526651,1.0590983100224047,0.1468414603389736,0.15886906598980804,-0.25562713849928165,0.9242923373666334,0.09618809532025563,0.9723512657367862,,,,,-0.74759686782572,-0.6608098862817343,1.4249792527572198,,,0.23650442708395752,1.8621273149920652,2.167691415427004,0.9303998818557687,0.8566176470588235,0.807695501845133,0.19117647058823528,0.0378189338080545,0.15103793259819875,16,0.9999999999985947
SM_option_a_vt_L63_SL21_g0p25_expectedbmvlite_cvar5,skewness_managed,"Gong, Rui, John Lynch, and Richard Ogden. 'Skewness Managed Portfolios.' Working paper (author PDF Jan 2025; Justina Jul 2026 coverage). https://richardeogden.github.io/Skewness_Managed_Portfolios.pdf; Moreira & Muir 2017 Book-2 backbone doi:10.1111/jofi.12513; Amaya et al. 2015 JFE 118:135-167; Boyer, Mitton & Vorkink 2010 RFS 23(1):169-202; Bailey & Lopez de Prado 2014 DSR.",option_a,option_a_vt,63,21,expected_bmv_lite,cvar_5,1.0,0.25,1.0,0.25,expanding_annvol,BIL,5.0,100,False,36,prices,True,False,68,2021-02-26,2026-09-16,0.1289875934545479,0.09634383010262394,-0.08569271450062887,1.3388256758855481,0.43699284081176026,0.049541622097878574,0.35294117647058826,0.14725536694852637,0.13903843066788696,-0.201285918526651,1.0590983100224047,0.1468414603389736,0.15886906598980804,-0.25562713849928165,0.9242923373666334,0.09618809532025563,0.9723512657367862,,,,,-0.8000503350417294,-0.7363318276844864,1.2936278775651264,,,0.5168381732478023,2.2130772994005024,0.46809757777859895,0.9303998818557687,0.7022058823529411,0.6707075477105117,0.39705882352941174,0.061439860487384465,0.15103793259819875,16,1.0
